ID   M_g   Zmet   log(Teff)   log(g)   Age/Gyr   FUV   NUV   M_u   M_g   M_r   M_i   M_z   M_J   M_H   M_Ks   W1   W2   W3   W4
13x29   6.6825  -0.2365   3.7362   4.6936   9.0000  18.7078  10.3578   7.7104   6.6825   6.1901   6.0213   5.9531   5.0007   4.6290   4.5634   4.5185   4.5075   4.4865   4.4662
14x29   6.8502  -0.2365   3.7302   4.7283   5.0000  19.3230  10.6675   7.9242   6.8502   6.3332   6.1536   6.0794   5.1167   4.7361   4.6654   4.6168   4.6049   4.5825   4.5626
15x29   7.0215  -0.2365   3.7220   4.7365   6.0000  20.0434  11.0350   8.1624   7.0215   6.4711   6.2777   6.1939   5.2165   4.8221   4.7459   4.6918   4.6803   4.6547   4.6362
16x29   7.1965  -0.2365   3.7142   4.7464   7.0000  20.7043  11.4079   8.4071   7.1965   6.6129   6.4063   6.3122   5.3201   4.9114   4.8300   4.7701   4.7601   4.7305   4.7129
17x29   7.3798  -0.2365   3.7064   4.7554   9.0000  21.3276  11.7942   8.6640   7.3798   6.7626   6.5416   6.4374   5.4298   5.0063   4.9188   4.8550   4.8451   4.8113   4.7940
18x29   7.5739  -0.2365   3.7001   4.7937   3.0000  21.8493  12.1606   8.9210   7.5739   6.9277   6.6952   6.5821   5.5624   5.1284   5.0357   4.9672   4.9567   4.9192   4.9033
19x29   7.7784  -0.2365   3.6910   4.7893  11.0000  22.5466  12.6036   9.2112   7.7784   7.0921   6.8427   6.7177   5.6800   5.2279   5.1287   5.0545   5.0450   5.0023   4.9868
20x29   7.9955  -0.2365   3.6837   4.8180   8.0000  23.0778  13.0311   9.5052   7.9955   7.2738   7.0095   6.8735   5.8208   5.3549   5.2497   5.1710   5.1595   5.1118   5.0968
21x29   8.2324  -0.2365   3.6756   4.8394  11.0000  23.6708  13.4987   9.8271   8.2324   7.4716   7.1917   7.0443   5.9754   5.4935   5.3814   5.2971   5.2862   5.2320   5.2179
22x29   8.4902  -0.2365   3.6667   4.8625   9.0000  24.3015  14.0146  10.1738   8.4902   7.6816   7.3804   7.2191   6.1326   5.6359   5.5168   5.4248   5.4087   5.3482   5.3333
23x29   8.7657  -0.2365   3.6574   4.8895   4.0000  24.9794  14.5620  10.5406   8.7657   7.9044   7.5819   7.4053   6.3002   5.7900   5.6622   5.5629   5.5405   5.4717   5.4547
24x29   9.0551  -0.2365   3.6477   4.9095   5.0000  25.7414  15.1318  10.9219   9.0551   8.1399   7.7932   7.6010   6.4777   5.9543   5.8174   5.7101   5.6810   5.6039   5.5848
25x29   9.3616  -0.2365   3.6388   4.9312   7.0000  26.7607  15.7053  11.3011   9.3616   8.3906   8.0204   7.8125   6.6730   6.1413   5.9957   5.8814   5.8427   5.7606   5.7351
26x29   9.6922  -0.2365   3.6301   4.9561   8.0000  27.7983  16.2988  11.7045   9.6922   8.6671   8.2740   8.0515   6.8951   6.3568   6.2034   6.0823   6.0332   5.9456   5.9146
27x29  10.0386  -0.2365   3.6224   4.9823   9.0000  28.9355  16.8945  12.1147  10.0386   8.9636   8.5501   8.3137   7.1433   6.6009   6.4415   6.3159   6.2557   6.1674   6.1280
28x29  10.4105  -0.2365   3.6154   5.0093  11.0000  30.4324  17.5407  12.5450  10.4105   9.2848   8.8528   8.6042   7.4211   6.8765   6.7152   6.5905   6.5154   6.4340   6.3834
29x29  10.8101  -0.2365   3.6081   5.0449  10.0000  32.0006  18.2233  13.0045  10.8101   9.6346   9.1828   8.9219   7.7240   7.1770   7.0141   6.8910   6.8012   6.7271   6.6642
30x29  11.2638  -0.2365   3.6004   5.0932   8.0000  33.4411  19.0051  13.5532  11.2638  10.0295   9.5553   9.2808   8.0659   7.5169   7.3516   7.2252   7.1217   7.0504   6.9773
31x29  11.8457  -0.2365   3.5904   5.1504   7.0000  34.7606  20.0728  14.3257  11.8457  10.5237  10.0142   9.7196   8.4800   7.9290   7.7630   7.6233   7.5060   7.4262   7.3453
32x29  12.8479  -0.2365   3.5711   5.2358   6.0000  36.4463  22.0627  15.8040  12.8479  11.3512  10.7640  10.4282   9.1370   8.5847   8.4175   8.2371   8.1046   7.9906   7.9084
01x30   3.9043  -0.1863   3.8338   4.2235   8.0000  10.5369   6.1832   4.7503   3.9043   3.7473   3.7343   3.7783   2.9864   2.7934   2.7734   2.7684   2.7634   2.7494   2.7304
02x30   4.4777  -0.1863   3.8054   4.2635  12.0000  12.1487   7.0244   5.2958   4.4777   4.2334   4.1752   4.1875   3.3473   3.0953   3.0703   3.0603   3.0543   3.0383   3.0183
03x30   4.8434  -0.1863   3.8185   4.5129   4.0000  12.0038   7.1809   5.6209   4.8434   4.6314   4.5900   4.6150   3.7965   3.5660   3.5445   3.5380   3.5325   3.5175   3.4975
04x30   5.1294  -0.1863   3.7986   4.4796   9.0000  13.0544   7.6697   5.9070   5.1294   4.8604   4.7884   4.7908   3.9387   3.6686   3.6413   3.6310   3.6240   3.6080   3.5860
05x30   5.3711  -0.1863   3.7933   4.5587   6.0000  13.6752   8.0411   6.1659   5.3711   5.0816   5.0016   5.0003   4.1403   3.8625   3.8327   3.8200   3.8130   3.7966   3.7766
06x30   5.5857  -0.1863   3.7877   4.6056   5.0000  14.1235   8.2810   6.3742   5.5857   5.2798   5.1899   5.1807   4.3118   4.0227   3.9889   3.9737   3.9667   3.9507   3.9287
07x30   5.7827  -0.1863   3.7749   4.5978   8.0000  15.1223   8.7350   6.6177   5.7827   5.4335   5.3258   5.3036   4.4146   4.1043   4.0651   4.0451   4.0371   4.0199   3.9989
08x30   5.9686  -0.1863   3.7700   4.6415   6.0000  15.5332   8.9430   6.8033   5.9686   5.6040   5.4877   5.4581   4.5614   4.2427   4.1992   4.1758   4.1678   4.1508   4.1288
09x30   6.1465  -0.1863   3.7636   4.6763   4.0000  16.1775   9.2475   7.0116   6.1465   5.7579   5.6319   5.5950   4.6884   4.3600   4.3123   4.2846   4.2756   4.2586   4.2370
10x30   6.3197  -0.1863   3.7541   4.6878   4.0000  17.1783   9.6880   7.2571   6.3197   5.8928   5.7536   5.7078   4.7856   4.4431   4.3900   4.3579   4.3496   4.3309   4.3103
11x30   6.4896  -0.1863   3.7459   4.6879   7.0000  17.7832   9.9462   7.4497   6.4896   6.0363   5.8825   5.8259   4.8901   4.5343   4.4754   4.4369   4.4261   4.4073   4.3861
12x30   6.6580  -0.1863   3.7365   4.6927   8.0000  18.8346  10.4144   7.7107   6.6580   6.1629   5.9962   5.9302   4.9774   4.6047   4.5410   4.4987   4.4902   4.4681   4.4481
13x30   6.8276  -0.1863   3.7294   4.7164   6.0000  19.5452  10.7518   7.9353   6.8276   6.3042   6.1253   6.0515   5.0866   4.7017   4.6327   4.5864   4.5784   4.5542   4.5349
14x30   6.9999  -0.1863   3.7226   4.7302   7.0000  20.0015  10.9979   8.1339   6.9999   6.4523   6.2602   6.1769   5.2004   4.8069   4.7318   4.6772   4.6666   4.6414   4.6223
15x30   7.1749  -0.1863   3.7151   4.7445   7.0000  20.6350  11.3637   8.3773   7.1749   6.5951   6.3901   6.2971   5.3067   4.8996   4.8188   4.7595   4.7495   4.7203   4.7026
16x30   7.3564  -0.1863   3.7074   4.7532   9.0000  21.2506  11.7463   8.6317   7.3564   6.7432   6.5240   6.4210   5.4152   4.9935   4.9067   4.8434   4.8334   4.8002   4.7828
17x30   7.5472  -0.1863   3.6984   4.7676   7.0000  22.0674  12.2841   8.9451   7.5472   6.8905   6.6575   6.5438   5.5157   5.0692   4.9783   4.9151   4.9113   4.8714   4.8547
18x30   7.7472  -0.1863   3.6907   4.7905   5.0000  22.6513  12.6941   9.2210   7.7472   7.0567   6.8096   6.6851   5.6419   5.1797   5.0830   5.0149   5.0125   4.9674   4.9512
19x30   7.9577  -0.1863   3.6828   4.8073   5.0000  23.2304  13.1315   9.5106   7.9577   7.2283   6.9651   6.8289   5.7691   5.2913   5.1885   5.1155   5.1119   5.0615   5.0455
20x30   8.1840  -0.1863   3.6772   4.8350  10.0000  23.5508  13.4044   9.7623   8.1840   7.4314   7.1544   7.0093   5.9432   5.4648   5.3545   5.2710   5.2593   5.2067   5.1924
21x30   8.4298  -0.1863   3.6658   4.8397  10.0000  24.4669  14.1002  10.1516   8.4298   7.6125   7.3123   7.1508   6.0558   5.5449   5.4299   5.3453   5.3366   5.2741   5.2574
22x30   8.6905  -0.1863   3.6565   4.8599   7.0000  25.2438  14.6435  10.4972   8.6905   7.8191   7.4954   7.3180   6.2060   5.6824   5.5577   5.4665   5.4500   5.3812   5.3618
23x30   8.9641  -0.1863   3.6468   4.8774   7.0000  26.0851  15.2104  10.8567   8.9641   8.0356   7.6879   7.4940   6.3639   5.8278   5.6939   5.5951   5.5705   5.4945   5.4715
24x30   9.2483  -0.1863   3.6375   4.8964   8.0000  27.0405  15.7821  11.2199   9.2483   8.2633   7.8914   7.6817   6.5343   5.9893   5.8466   5.7404   5.7057   5.6235   5.5963
25x30   9.5527  -0.1863   3.6334   4.9462   7.0000  27.3824  16.0590  11.5375   9.5527   8.5483   8.1636   7.9463   6.7970   6.2605   6.1099   5.9913   5.9465   5.8611   5.8316
26x30   9.8720  -0.1863   3.6259   4.9695   9.0000  28.3307  16.6062  11.9196   9.8720   8.8205   8.4165   8.1861   7.0220   6.4809   6.3235   6.1987   6.1444   6.0551   6.0203
27x30  10.2062  -0.1863   3.6125   4.9703  11.0000  31.1153  17.6362  12.3738  10.2062   9.0543   8.6143   8.3608   7.1700   6.6170   6.4544   6.3414   6.2620   6.1872   6.1294
28x30  10.5605  -0.1863   3.6059   4.9982  10.0000  32.5166  18.2543  12.7811  10.5605   9.3616   8.9035   8.6397   7.4359   6.8828   6.7177   6.6066   6.5118   6.4441   6.3755
29x30  10.9457  -0.1863   3.6060   5.0641   7.0000  32.4110  18.4477  13.1656  10.9457   9.7538   9.2961   9.0318   7.8297   7.2822   7.1179   6.9941   6.9007   6.8274   6.7619
30x30  11.3838  -0.1863   3.5922   5.0790   7.0000  34.5934  19.7019  13.8253  11.3838  10.0746   9.5714   9.2798   8.0443   7.4899   7.3199   7.1973   7.0795   7.0078   6.9254
31x30  11.9501  -0.1863   3.5886   5.1613   6.0000  34.9416  20.2688  14.4708  11.9501  10.6107  10.0949   9.7962   8.5516   8.0010   7.8350   7.6915   7.5723   7.4899   7.4082
32x30  12.9388  -0.1863   3.5692   5.2424   8.0000  36.5569  22.2548  15.9575  12.9388  11.4276  10.8299  10.4904   9.1947   8.6420   8.4738   8.2882   8.1570   8.0370   7.9577
01x31   4.0102  -0.1195   3.8548   4.4235   3.0000  10.1130   6.1544   4.8708   4.0102   3.9060   3.9250   3.9935   3.2366   3.0862   3.0702   3.0684   3.0644   3.0534   3.0364
02x31   4.6136  -0.1195   3.8111   4.3627   9.0000  12.0867   7.0925   5.4211   4.6136   4.3834   4.3328   4.3515   3.5208   3.2800   3.2559   3.2479   3.2419   3.2259   3.2069
03x31   4.9912  -0.1195   3.8047   4.4677   8.0000  12.6634   7.4686   5.7705   4.9912   4.7412   4.6783   4.6883   3.8464   3.5884   3.5631   3.5538   3.5468   3.5314   3.5104
04x31   5.2825  -0.1195   3.7966   4.5352   7.0000  13.3290   7.8494   6.0594   5.2825   5.0071   4.9311   4.9314   4.0762   3.8020   3.7737   3.7624   3.7554   3.7394   3.7174
05x31   5.5281  -0.1195   3.7850   4.5520   9.0000  14.1848   8.2597   6.3245   5.5281   5.2156   5.1223   5.1095   4.2362   3.9419   3.9075   3.8911   3.8841   3.8671   3.8453
06x31   5.7464  -0.1195   3.7797   4.6153   6.0000  14.7079   8.5571   6.5507   5.7464   5.4156   5.3142   5.2956   4.4132   4.1108   4.0730   4.0542   4.0471   4.0302   4.0082
07x31   5.9479  -0.1195   3.7701   4.6307   7.0000  15.5026   8.9202   6.7824   5.9479   5.5841   5.4679   5.4386   4.5414   4.2229   4.1800   4.1561   4.1481   4.1311   4.1091
08x31   6.1378  -0.1195   3.7599   4.6311  10.0000  16.4103   9.3047   7.0197   6.1378   5.7380   5.6057   5.5655   4.6521   4.3168   4.2677   4.2386   4.2286   4.2115   4.1895
09x31   6.3200  -0.1195   3.7535   4.6812   5.0000  17.2215   9.6954   7.2564   6.3200   5.8920   5.7512   5.7047   4.7818   4.4379   4.3846   4.3523   4.3443   4.3252   4.3042
10x31   6.4971  -0.1195   3.7461   4.6941   6.0000  17.7856   9.9536   7.4575   6.4971   6.0435   5.8893   5.8331   4.8979   4.5424   4.4832   4.4442   4.4342   4.4149   4.3939
11x31   6.6710  -0.1195   3.7350   4.6829  10.0000  18.9625  10.4617   7.7354   6.6710   6.1709   6.0009   5.9337   4.9775   4.6019   4.5374   4.4946   4.4866   4.4634   4.4440
12x31   6.8450  -0.1195   3.7309   4.7327   4.0000  19.2522  10.6516   7.9168   6.8450   6.3306   6.1520   6.0781   5.1163   4.7367   4.6665   4.6183   4.6073   4.5843   4.5646
13x31   7.0204  -0.1195   3.7189   4.7075  11.0000  20.4285  11.2030   8.2167   7.0204   6.4539   6.2573   6.1704   5.1853   4.7803   4.7043   4.6524   4.6457   4.6169   4.5980
14x31   7.1971  -0.1195   3.7127   4.7428   6.0000  20.9753  11.5423   8.4535   7.1971   6.6039   6.3968   6.3027   5.3047   4.8876   4.8075   4.7515   4.7465   4.7145   4.6965
15x31   7.3797  -0.1195   3.7069   4.7626   7.0000  21.2942  11.7839   8.6604   7.3797   6.7640   6.5443   6.4404   5.4339   5.0118   4.9245   4.8604   4.8504   4.8167   4.8000
16x31   7.5705  -0.1195   3.6974   4.7696   7.0000  22.1397  12.3328   8.9775   7.5705   6.9095   6.6748   6.5599   5.5298   5.0814   4.9899   4.9261   4.9225   4.8820   4.8654
17x31   7.7686  -0.1195   3.6916   4.7976   7.0000  22.5103  12.5789   9.1970   7.7686   7.0852   6.8375   6.7131   5.6764   5.2260   5.1266   5.0534   5.0433   5.0010   4.9861
18x31   7.9756  -0.1195   3.6846   4.8201   6.0000  23.0233  12.9888   9.4774   7.9756   7.2567   6.9947   6.8602   5.8092   5.3451   5.2402   5.1613   5.1506   5.1035   5.0888
19x31   8.1965  -0.1195   3.6740   4.8191  10.0000  23.8506  13.6239   9.8371   8.1965   7.4224   7.1405   6.9915   5.9134   5.4177   5.3092   5.2305   5.2245   5.1680   5.1518
20x31   8.4341  -0.1195   3.6656   4.8436   7.0000  24.4554  14.1123  10.1602   8.4341   7.6161   7.3151   7.1531   6.0581   5.5461   5.4301   5.3461   5.3371   5.2751   5.2591
21x31   8.6835  -0.1195   3.6567   4.8572   9.0000  25.2279  14.6297  10.4881   8.6835   7.8137   7.4911   7.3145   6.2018   5.6789   5.5543   5.4633   5.4475   5.3780   5.3586
22x31   8.9428  -0.1195   3.6475   4.8738   9.0000  26.0111  15.1683  10.8305   8.9428   8.0188   7.6735   7.4812   6.3510   5.8158   5.6826   5.5845   5.5609   5.4846   5.4623
23x31   9.2087  -0.1195   3.6433   4.9172   9.0000  26.2726  15.4182  11.1104   9.2087   8.2655   7.9067   7.7069   6.5753   6.0482   5.9066   5.7960   5.7620   5.6828   5.6601
24x31   9.4906  -0.1195   3.6303   4.9161   7.0000  27.9393  16.2551  11.5186   9.4906   8.4598   8.0682   7.8461   6.6863   6.1363   5.9865   5.8752   5.8309   5.7458   5.7125
25x31   9.7856  -0.1195   3.6221   4.9394   7.0000  29.1229  16.8296  11.8784   9.7856   8.7012   8.2871   8.0507   6.8764   6.3226   6.1655   6.0500   5.9926   5.9067   5.8655
26x31  10.0878  -0.1195   3.6149   4.9618   9.0000  30.5951  17.4195  12.2365  10.0878   8.9539   8.5199   8.2713   7.0839   6.5308   6.3696   6.2562   6.1826   6.1048   6.0513
27x31  10.4073  -0.1195   3.6087   4.9874   9.0000  31.9161  17.9866  12.6043  10.4073   9.2296   8.7790   8.5196   7.3212   6.7682   6.6045   6.4924   6.4044   6.3335   6.2691
28x31  10.7412  -0.1195   3.6098   5.0504   5.0000  31.6483  18.0861  12.9216  10.7412   9.5779   9.1307   8.8732   7.6786   7.1323   6.9690   6.8455   6.7597   6.6845   6.6242
29x31  11.1059  -0.1195   3.6037   5.0888   4.0000  32.8630  18.7087  13.3554  11.1059   9.8958   9.4310   9.1625   7.9545   7.4065   7.2418   7.1170   7.0195   6.9469   6.8785
30x31  11.5307  -0.1195   3.5898   5.0927   7.0000  34.8236  19.9677  14.0264  11.5307  10.1995   9.6872   9.3905   8.1486   7.5939   7.4235   7.2965   7.1758   7.1006   7.0171
31x31  12.0768  -0.1195   3.5802   5.1401   8.0000  35.6588  20.9771  14.7956  12.0768  10.6587  10.1099   9.7934   8.5260   7.9695   7.7991   7.6530   7.5224   7.4316   7.3452
32x31  13.0507  -0.1195   3.5667   5.2516   5.0000  36.6955  22.4975  16.1518  13.0507  11.5212  10.9111  10.5654   9.2633   8.7108   8.5416   8.3481   8.2183   8.0919   8.0160
01x32   4.2143  -0.0003   3.8366   4.3821   5.0000  10.8235   6.4783   5.0459   4.2143   4.0586   4.0485   4.0956   3.3091   3.1208   3.1018   3.0981   3.0931   3.0801   3.0621
02x32   4.8614  -0.0003   3.8026   4.4026  10.0000  12.6640   7.4179   5.6606   4.8614   4.6055   4.5414   4.5498   3.7049   3.4456   3.4203   3.4103   3.4033   3.3873   3.3671
03x32   5.2526  -0.0003   3.8005   4.5665   4.0000  13.1905   7.8220   6.0351   5.2526   4.9862   4.9169   4.9226   4.0754   3.8102   3.7843   3.7739   3.7669   3.7514   3.7309
04x32   5.5516  -0.0003   3.7866   4.5871   6.0000  14.2252   8.3209   6.3580   5.5516   5.2402   5.1506   5.1411   4.2715   3.9814   3.9481   3.9326   3.9256   3.9094   3.8886
05x32   5.8046  -0.0003   3.7723   4.5831  10.0000  15.3014   8.7996   6.6475   5.8046   5.4460   5.3354   5.3096   4.4159   4.1013   4.0605   4.0391   4.0321   4.0141   3.9931
06x32   6.0299  -0.0003   3.7678   4.6626   4.0000  15.8866   9.1204   6.8951   6.0299   5.6539   5.5359   5.5048   4.6052   4.2843   4.2404   4.2162   4.2082   4.1908   4.1695
07x32   6.2379  -0.0003   3.7560   4.6595   7.0000  16.9444   9.5598   7.1603   6.2379   5.8197   5.6829   5.6395   4.7201   4.3799   4.3287   4.2984   4.2898   4.2713   4.2503
08x32   6.4345  -0.0003   3.7477   4.6847   6.0000  17.7687   9.9368   7.4082   6.4345   5.9831   5.8338   5.7804   4.8477   4.4941   4.4379   4.4020   4.3933   4.3732   4.3526
09x32   6.6232  -0.0003   3.7376   4.6843   9.0000  18.7118  10.3521   7.6674   6.6232   6.1334   5.9677   5.9034   4.9524   4.5814   4.5186   4.4769   4.4692   4.4473   4.4266
10x32   6.8077  -0.0003   3.7303   4.7149   6.0000  19.4545  10.7101   7.9084   6.8077   6.2880   6.1107   6.0380   5.0747   4.6914   4.6230   4.5773   4.5693   4.5453   4.5260
11x32   6.9911  -0.0003   3.7223   4.7329   5.0000  20.1588  11.0932   8.1615   6.9911   6.4381   6.2478   6.1653   5.1864   4.7884   4.7146   4.6639   4.6572   4.6299   4.6107
12x32   7.1731  -0.0003   3.7127   4.7212  11.0000  20.9261  11.5220   8.4297   7.1731   6.5796   6.3722   6.2771   5.2791   4.8614   4.7810   4.7257   4.7198   4.6878   4.6694
13x32   7.3579  -0.0003   3.7058   4.7484   8.0000  21.4861  11.8917   8.6817   7.3579   6.7339   6.5141   6.4103   5.3977   4.9666   4.8816   4.8222   4.8173   4.7819   4.7647
14x32   7.5484  -0.0003   3.6978   4.7610   9.0000  22.1046  12.2965   8.9501   7.5484   6.8900   6.6558   6.5414   5.5128   5.0652   4.9740   4.9105   4.9068   4.8663   4.8498
15x32   7.7440  -0.0003   3.6901   4.7781   9.0000  22.7037  12.7033   9.2216   7.7440   7.0507   6.8021   6.6773   5.6327   5.1692   5.0722   5.0044   5.0012   4.9563   4.9403
16x32   7.9453  -0.0003   3.6831   4.8038   6.0000  23.2075  13.1089   9.4956   7.9453   7.2182   6.9556   6.8203   5.7609   5.2829   5.1811   5.1078   5.1050   5.0555   5.0395
17x32   8.1567  -0.0003   3.6754   4.8166   9.0000  23.7502  13.5444   9.7829   8.1567   7.3897   7.1103   6.9637   5.8882   5.3958   5.2873   5.2098   5.2042   5.1484   5.1324
18x32   8.3804  -0.0003   3.6675   4.8400   6.0000  24.3185  14.0027  10.0867   8.3804   7.5714   7.2752   7.1163   6.0239   5.5169   5.4021   5.3188   5.3107   5.2497   5.2337
19x32   8.6130  -0.0003   3.6593   4.8550   7.0000  25.0054  14.4829  10.3952   8.6130   7.7577   7.4409   7.2681   6.1613   5.6411   5.5191   5.4301   5.4159   5.3491   5.3308
20x32   8.8523  -0.0003   3.6508   4.8703   7.0000  25.7412  14.9787  10.7098   8.8523   7.9471   7.6092   7.4220   6.2994   5.7684   5.6382   5.5426   5.5213   5.4482   5.4267
21x32   9.0944  -0.0003   3.6422   4.8857   7.0000  26.4858  15.4804  11.0280   9.0944   8.1387   7.7795   7.5778   6.4391   5.8971   5.7588   5.6563   5.6279   5.5485   5.5238
22x32   9.3441  -0.0003   3.6347   4.9058   6.0000  27.3832  15.9674  11.3378   9.3441   8.3406   7.9608   7.7466   6.5945   6.0469   5.9011   5.7938   5.7550   5.6716   5.6415
23x32   9.6041  -0.0003   3.6269   4.9221  10.0000  28.3299  16.4739  11.6590   9.6041   8.5515   8.1507   7.9227   6.7566   6.2041   6.0505   5.9363   5.8882   5.7995   5.7650
24x32   9.8688  -0.0003   3.6202   4.9461   7.0000  29.5247  16.9913  11.9768   9.8688   8.7708   8.3514   8.1115   6.9340   6.3803   6.2220   6.1072   6.0453   5.9616   5.9170
25x32  10.1387  -0.0003   3.6139   4.9698   6.0000  30.8099  17.5109  12.2954  10.1387   8.9966   8.5601   8.3100   7.1215   6.5685   6.4065   6.2930   6.2170   6.1405   6.0849
26x32  10.4191  -0.0003   3.6090   4.9999   4.0000  31.8680  17.9850  12.6149  10.4191   9.2429   8.7930   8.5338   7.3365   6.7845   6.6207   6.5076   6.4205   6.3490   6.2858
27x32  10.7069  -0.0003   3.6033   5.0111  10.0000  32.9946  18.5097  12.9569  10.7069   9.4892   9.0232   8.7547   7.5456   6.9922   6.8258   6.7145   6.6146   6.5484   6.4759
28x32  11.0159  -0.0003   3.5986   5.0510   5.0000  33.9015  19.0258  13.3254  11.0159   9.7620   9.2821   9.0041   7.7854   7.2315   7.0630   6.9502   6.8413   6.7768   6.6973
29x32  11.3539  -0.0003   3.5925   5.0718   9.0000  34.5534  19.6558  13.7877  11.3539  10.0469   9.5453   9.2546   8.0197   7.4648   7.2953   7.1735   7.0565   6.9850   6.9027
30x32  11.7561  -0.0003   3.5862   5.1157   6.0000  35.1711  20.3701  14.3326  11.7561  10.3908   9.8652   9.5609   8.3095   7.7535   7.5835   7.4502   7.3250   7.2438   7.1587
31x32  12.2779  -0.0003   3.5766   5.1560  10.0000  35.9662  21.3536  15.0819  12.2779  10.8272  10.2639   9.9398   8.6626   8.1058   7.9351   7.7817   7.6479   7.5505   7.4632
32x32  13.2269  -0.0003   3.5573   5.2355   5.0000  37.1786  23.2188  16.6171  13.2269  11.6329  10.9738  10.6066   9.2815   8.7252   8.5502   8.3379   8.2110   8.0634   7.9983
