ID   M_g   Zmet   log(Teff)   log(g)   Age/Gyr   FUV   NUV   M_u   M_g   M_r   M_i   M_z   M_J   M_H   M_Ks   W1   W2   W3   W4
01x17   3.1831  -0.6394   3.8446   4.0249   7.0000   9.5013   5.4510   4.0889   3.1831   3.0657   3.0745   3.1320   2.3591   2.1942   2.1744   2.1704   2.1644   2.1514   2.1334
02x17   3.6693  -0.6394   3.8186   4.0420  10.0000  10.7689   6.0887   4.5196   3.6693   3.4727   3.4373   3.4641   2.6458   2.4232   2.4002   2.3922   2.3862   2.3712   2.3511
03x17   3.9372  -0.6394   3.8331   4.2319   8.0000  10.5904   6.2184   4.7803   3.9372   3.7776   3.7633   3.8067   3.0134   2.8188   2.7988   2.7938   2.7884   2.7744   2.7554
04x17   4.1490  -0.6394   3.8122   4.1834  11.0000  11.5563   6.6455   4.9829   4.1490   3.9269   3.8804   3.9009   3.0724   2.8354   2.8114   2.8029   2.7969   2.7814   2.7619
05x17   4.3356  -0.6394   3.8239   4.3300   8.0000  11.2713   6.6549   5.1450   4.3356   4.1453   4.1141   4.1467   3.3375   3.1207   3.0998   3.0947   3.0888   3.0747   3.0548
06x17   4.5071  -0.6394   3.8286   4.4404   5.0000  11.3050   6.7709   5.3054   4.5071   4.3271   4.3026   4.3397   3.5382   3.3300   3.3104   3.3054   3.3004   3.2864   3.2674
07x17   4.6677  -0.6394   3.8309   4.5327   2.0000  11.4101   6.8998   5.4549   4.6677   4.4917   4.4689   4.5084   3.7108   3.5061   3.4875   3.4836   3.4788   3.4650   3.4451
08x17   4.8210  -0.6394   3.8036   4.3932  10.0000  12.5815   7.3682   5.6218   4.8210   4.5685   4.5061   4.5157   3.6725   3.4154   3.3904   3.3806   3.3736   3.3577   3.3377
09x17   4.9679  -0.6394   3.8115   4.5136   5.0000  12.3913   7.3731   5.7434   4.9679   4.7360   4.6830   4.7008   3.8698   3.6261   3.6027   3.5950   3.5890   3.5733   3.5525
10x17   5.1104  -0.6394   3.8025   4.5052   7.0000  12.8696   7.6037   5.8843   5.1104   4.8531   4.7867   4.7939   3.9485   3.6863   3.6597   3.6507   3.6437   3.6280   3.6070
11x17   5.2492  -0.6394   3.7977   4.5388   6.0000  13.3119   7.8551   6.0369   5.2492   4.9743   4.9010   4.9039   4.0512   3.7815   3.7539   3.7428   3.7358   3.7198   3.6994
12x17   5.3857  -0.6394   3.7914   4.5492   7.0000  13.7824   8.0826   6.1845   5.3857   5.0912   5.0092   5.0050   4.1423   3.8606   3.8301   3.8173   3.8103   3.7933   3.7733
13x17   5.5207  -0.6394   3.7890   4.5852   6.0000  13.9774   8.1951   6.3079   5.5207   5.2198   5.1326   5.1249   4.2577   3.9709   3.9385   3.9242   3.9165   3.9005   3.8785
14x17   5.6556  -0.6394   3.7813   4.5824   8.0000  14.5205   8.4412   6.4570   5.6556   5.3301   5.2310   5.2140   4.3343   4.0339   3.9974   3.9802   3.9726   3.9556   3.9336
15x17   5.7913  -0.6394   3.7801   4.6502   3.0000  14.8449   8.6619   6.6089   5.7913   5.4580   5.3578   5.3411   4.4609   4.1607   4.1234   4.1048   4.0978   4.0810   4.0600
16x17   5.9294  -0.6394   3.7747   4.6659   3.0000  15.1864   8.8189   6.7438   5.9294   5.5809   5.4714   5.4473   4.5587   4.2472   4.2067   4.1860   4.1779   4.1609   4.1399
17x17   6.0703  -0.6394   3.7656   4.6528   6.0000  15.9540   9.1311   6.9264   6.0703   5.6898   5.5662   5.5322   4.6277   4.3027   4.2559   4.2299   4.2211   4.2041   4.1821
18x17   6.2151  -0.6394   3.7583   4.6604   7.0000  16.6096   9.4159   7.1048   6.2151   5.8083   5.6739   5.6315   4.7156   4.3792   4.3277   4.2978   4.2883   4.2708   4.2488
19x17   6.3658  -0.6394   3.7541   4.7150   1.0000  17.2277   9.7296   7.2977   6.3658   5.9385   5.7991   5.7533   4.8319   4.4895   4.4371   4.4038   4.3958   4.3769   4.3568
20x17   6.5232  -0.6394   3.7423   4.6758   9.0000  18.2596  10.1443   7.5329   6.5232   6.0520   5.8937   5.8348   4.8922   4.5289   4.4689   4.4303   4.4219   4.4013   4.3806
21x17   6.6892  -0.6394   3.7376   4.7158   5.0000  18.6117  10.3353   7.7079   6.6892   6.2021   6.0352   5.9688   5.0189   4.6503   4.5855   4.5412   4.5299   4.5094   4.4894
22x17   6.8681  -0.6394   3.7271   4.7144   7.0000  19.7510  10.8456   7.9931   6.8681   6.3355   6.1527   6.0767   5.1066   4.7181   4.6478   4.6003   4.5923   4.5678   4.5478
23x17   7.0620  -0.6394   3.7194   4.7304   8.0000  20.2681  11.1371   8.2226   7.0620   6.5010   6.3042   6.2170   5.2343   4.8356   4.7572   4.7016   4.6906   4.6639   4.6458
24x17   7.2749  -0.6394   3.7089   4.7376   9.0000  21.2349  11.7249   8.5686   7.2749   6.6650   6.4511   6.3513   5.3455   4.9207   4.8376   4.7802   4.7751   4.7407   4.7233
25x17   7.5173  -0.6394   3.7014   4.7748   7.0000  21.7369  12.0662   8.8505   7.5173   6.8775   6.6479   6.5366   5.5193   5.0871   4.9955   4.9281   4.9181   4.8815   4.8655
26x17   7.7973  -0.6394   3.6908   4.8030   6.0000  22.5764  12.6327   9.2345   7.7973   7.1089   6.8595   6.7340   5.6956   5.2433   5.1436   5.0693   5.0593   5.0165   5.0015
27x17   8.1312  -0.6394   3.6790   4.8293  10.0000  23.4198  13.3001   9.6906   8.1312   7.3873   7.1140   6.9714   5.9091   5.4341   5.3252   5.2430   5.2314   5.1801   5.1657
28x17   8.5473  -0.6394   3.6616   4.8496   8.0000  24.8103  14.3465  10.3080   8.5473   7.7054   7.3953   7.2263   6.1233   5.6062   5.4868   5.3999   5.3869   5.3222   5.3047
29x17   9.0583  -0.6394   3.6434   4.8812   9.0000  26.3603  15.4084  10.9831   9.0583   8.1103   7.7548   7.5555   6.4175   5.8768   5.7398   5.6386   5.6114   5.5322   5.5085
30x17   9.6988  -0.6394   3.6300   4.9576   7.0000  27.8218  16.3098  11.7119   9.6988   8.6726   8.2793   8.0558   6.9003   6.3614   6.2076   6.0863   6.0373   5.9502   5.9179
31x17  10.5238  -0.6394   3.6068   5.0022   6.0000  32.3367  18.1785  12.7355  10.5238   9.3313   8.8763   8.6136   7.4121   6.8591   6.6936   6.5823   6.4901   6.4211   6.3544
32x17  11.7957  -0.6394   3.5856   5.1237   4.0000  35.2250  20.4353  14.3846  11.7957  10.4253   9.8973   9.5923   8.3390   7.7839   7.6129   7.4788   7.3534   7.2715   7.1855
01x18   3.2637  -0.6008   3.8173   3.9109   8.0000  10.4654   5.7700   4.1441   3.2637   3.0663   3.0309   3.0584   2.2395   2.0174   1.9935   1.9856   1.9791   1.9646   1.9452
02x18   3.7404  -0.6008   3.8579   4.3165   5.0000   9.7251   5.8706   4.6239   3.7404   3.6514   3.6770   3.7486   2.9968   2.8540   2.8377   2.8357   2.8310   2.8197   2.8017
03x18   4.0113  -0.6008   3.8442   4.3484   5.0000  10.3989   6.2344   4.8632   4.0113   3.8793   3.8820   3.9384   3.1640   2.9928   2.9749   2.9719   2.9669   2.9549   2.9370
04x18   4.2292  -0.6008   3.8280   4.3249   7.0000  11.0876   6.5623   5.0549   4.2292   4.0499   4.0267   4.0645   3.2628   3.0574   3.0364   3.0319   3.0264   3.0129   2.9939
05x18   4.4213  -0.6008   3.8216   4.3494   8.0000  11.4434   6.7575   5.2260   4.4213   4.2236   4.1888   4.2184   3.4051   3.1838   3.1623   3.1564   3.1508   3.1364   3.1164
06x18   4.5977  -0.6008   3.8252   4.4549   5.0000  11.5042   6.8838   5.3890   4.5977   4.4076   4.3775   4.4104   3.6033   3.3879   3.3675   3.3622   3.3572   3.3429   3.3235
07x18   4.7625  -0.6008   3.8096   4.4158   8.0000  12.2990   7.2473   5.5618   4.7625   4.5265   4.4731   4.4899   3.6568   3.4117   3.3877   3.3800   3.3730   3.3580   3.3383
08x18   4.9192  -0.6008   3.8011   4.4156  10.0000  12.7852   7.4898   5.7164   4.9192   4.6585   4.5915   4.5983   3.7509   3.4884   3.4623   3.4523   3.4453   3.4293   3.4088
09x18   5.0690  -0.6008   3.8039   4.5083   6.0000  12.8383   7.5993   5.8552   5.0690   4.8144   4.7505   4.7609   3.9189   3.6610   3.6352   3.6262   3.6194   3.6042   3.5834
10x18   5.2141  -0.6008   3.8020   4.5511   5.0000  13.0185   7.7145   5.9853   5.2141   4.9544   4.8868   4.8932   4.0469   3.7837   3.7572   3.7477   3.7407   3.7254   3.7037
11x18   5.3552  -0.6008   3.7965   4.5810   4.0000  13.4955   7.9782   6.1421   5.3552   5.0755   5.0006   5.0016   4.1477   3.8758   3.8469   3.8350   3.8289   3.8129   3.7920
12x18   5.4941  -0.6008   3.7851   4.5352  10.0000  14.1403   8.2233   6.2907   5.4941   5.1816   5.0884   5.0759   4.2023   3.9080   3.8733   3.8581   3.8501   3.8335   3.8115
13x18   5.6317  -0.6008   3.7822   4.5788   8.0000  14.4456   8.4035   6.4314   5.6317   5.3092   5.2114   5.1956   4.3173   4.0186   3.9827   3.9657   3.9582   3.9412   3.9192
14x18   5.7693  -0.6008   3.7754   4.5960   8.0000  15.0708   8.7115   6.6021   5.7693   5.4222   5.3152   5.2936   4.4054   4.0961   4.0572   4.0375   4.0295   4.0123   3.9913
15x18   5.9083  -0.6008   3.7694   4.6007  10.0000  15.5010   8.8912   6.7465   5.9083   5.5424   5.4255   5.3957   4.4968   4.1764   4.1332   4.1096   4.1011   4.0841   4.0621
16x18   6.0496  -0.6008   3.7636   4.6196  10.0000  16.0583   9.1452   6.9145   6.0496   5.6629   5.5367   5.5005   4.5928   4.2632   4.2163   4.1895   4.1800   4.1630   4.1410
17x18   6.1936  -0.6008   3.7580   4.6549   7.0000  16.7533   9.4756   7.1059   6.1936   5.7828   5.6492   5.6078   4.6919   4.3547   4.3046   4.2755   4.2672   4.2488   4.2278
18x18   6.3428  -0.6008   3.7519   4.6766   6.0000  17.3587   9.7491   7.2866   6.3428   5.9077   5.7649   5.7162   4.7913   4.4444   4.3910   4.3577   4.3487   4.3296   4.3086
19x18   6.4971  -0.6008   3.7435   4.6735   9.0000  18.1416  10.0901   7.4977   6.4971   6.0306   5.8742   5.8167   4.8765   4.5151   4.4558   4.4181   4.4095   4.3891   4.3687
20x18   6.6593  -0.6008   3.7364   4.6928   8.0000  18.8404  10.4170   7.7124   6.6593   6.1639   5.9971   5.9311   4.9782   4.6054   4.5416   4.4992   4.4908   4.4687   4.4487
21x18   6.8314  -0.6008   3.7306   4.7219   6.0000  19.2792  10.6370   7.9008   6.8314   6.3163   6.1374   6.0637   5.1020   4.7222   4.6526   4.6038   4.5920   4.5695   4.5504
22x18   7.0166  -0.6008   3.7207   4.7300   6.0000  20.3042  11.1557   8.1991   7.0166   6.4579   6.2646   6.1804   5.1985   4.7975   4.7227   4.6717   4.6646   4.6370   4.6185
23x18   7.2170  -0.6008   3.7116   4.7404   7.0000  21.0406  11.5918   8.4841   7.2170   6.6199   6.4106   6.3152   5.3150   4.8960   4.8143   4.7580   4.7532   4.7208   4.7030
24x18   7.4411  -0.6008   3.7026   4.7589   7.0000  21.7373  12.0615   8.7969   7.4411   6.8035   6.5781   6.4703   5.4512   5.0135   4.9256   4.8646   4.8605   4.8230   4.8059
25x18   7.6957  -0.6008   3.6924   4.7799   7.0000  22.5290  12.5953   9.1523   7.6957   7.0121   6.7685   6.6466   5.6059   5.1470   5.0521   4.9857   4.9824   4.9391   4.9229
26x18   7.9887  -0.6008   3.6817   4.8098   5.0000  23.3098  13.1952   9.5527   7.9887   7.2534   6.9878   6.8498   5.7877   5.3078   5.2041   5.1304   5.1264   5.0752   5.0592
27x18   8.3429  -0.6008   3.6718   4.8564   5.0000  23.9365  13.7207   9.9754   8.3429   7.5608   7.2717   7.1188   6.0416   5.5542   5.4393   5.3513   5.3377   5.2807   5.2666
28x18   8.7725  -0.6008   3.6536   4.8664   6.0000  25.4946  14.8137  10.6051   8.7725   7.8839   7.5536   7.3713   6.2530   5.7264   5.5990   5.5055   5.4866   5.4151   5.3949
29x18   9.2835  -0.6008   3.6365   4.9011   6.0000  27.1557  15.8491  11.2631   9.2835   8.2914   7.9164   7.7054   6.5565   6.0099   5.8658   5.7599   5.7235   5.6409   5.6121
30x18   9.9154  -0.6008   3.6190   4.9488   8.0000  29.7523  17.0815  12.0321   9.9154   8.8091   8.3872   8.1452   6.9661   6.4121   6.2527   6.1381   6.0742   5.9914   5.9453
31x18  10.7068  -0.6008   3.6101   5.0392   8.0000  31.5752  18.0421  12.8855  10.7068   9.5449   9.0989   8.8415   7.6477   7.1017   6.9382   6.8147   6.7293   6.6530   6.5938
32x18  11.9331  -0.6008   3.5827   5.1256   9.0000  35.4467  20.7128  14.5917  11.9331  10.5378   9.9986   9.6876   8.4262   7.8702   7.6997   7.5589   7.4312   7.3446   7.2588
01x19   3.3277  -0.5657   3.8690   4.2286   5.0000   9.0765   5.4665   4.2643   3.3277   3.2745   3.3229   3.4075   2.6768   2.5610   2.5449   2.5429   2.5389   2.5279   2.5128
02x19   3.8026  -0.5657   3.8383   4.2234   7.0000  10.3534   6.0926   4.6655   3.8026   3.6577   3.6531   3.7029   2.9193   2.7386   2.7194   2.7146   2.7096   2.6964   2.6784
03x19   4.0765  -0.5657   3.8398   4.3351   6.0000  10.5437   6.2936   4.9139   4.0765   3.9328   3.9273   3.9782   3.1958   3.0138   2.9956   2.9916   2.9866   2.9736   2.9555
04x19   4.3013  -0.5657   3.8298   4.3691   6.0000  11.1082   6.6126   5.1221   4.3013   4.1256   4.1048   4.1445   3.3462   3.1440   3.1240   3.1195   3.1135   3.1000   3.0820
05x19   4.4985  -0.5657   3.8202   4.3824   7.0000  11.6286   6.8852   5.3070   4.4985   4.2945   4.2580   4.2867   3.4721   3.2494   3.2273   3.2213   3.2153   3.2013   3.1822
06x19   4.6788  -0.5657   3.8117   4.3845   9.0000  12.0773   7.1013   5.4721   4.6788   4.4515   4.3998   4.4183   3.5875   3.3455   3.3215   3.3134   3.3074   3.2923   3.2713
07x19   4.8474  -0.5657   3.8118   4.4703   6.0000  12.3108   7.3030   5.6398   4.8474   4.6162   4.5650   4.5844   3.7553   3.5129   3.4899   3.4822   3.4762   3.4607   3.4415
08x19   5.0071  -0.5657   3.8023   4.4552   9.0000  12.7706   7.5101   5.7874   5.0071   4.7507   4.6843   4.6913   3.8449   3.5825   3.5568   3.5468   3.5404   3.5244   3.5031
09x19   5.1594  -0.5657   3.8008   4.5238   6.0000  13.0564   7.7219   5.9437   5.1594   4.8951   4.8268   4.8326   3.9855   3.7215   3.6955   3.6857   3.6787   3.6629   3.6419
10x19   5.3069  -0.5657   3.7928   4.5229   8.0000  13.6198   7.9824   6.1046   5.3069   5.0172   4.9371   4.9340   4.0737   3.7950   3.7651   3.7525   3.7455   3.7289   3.7079
11x19   5.4501  -0.5657   3.7892   4.5599   7.0000  13.9727   8.1802   6.2528   5.4501   5.1477   5.0620   5.0554   4.1893   3.9041   3.8720   3.8580   3.8510   3.8345   3.8140
12x19   5.5913  -0.5657   3.7851   4.5930   6.0000  14.3496   8.3834   6.4004   5.5913   5.2749   5.1831   5.1715   4.2997   4.0069   3.9729   3.9566   3.9496   3.9333   3.9123
13x19   5.7314  -0.5657   3.7781   4.6006   7.0000  14.8761   8.6291   6.5546   5.7314   5.3921   5.2894   5.2700   4.3864   4.0817   4.0445   4.0253   4.0183   4.0013   3.9802
14x19   5.8718  -0.5657   3.7775   4.6608   3.0000  14.9654   8.7164   6.6782   5.8718   5.5325   5.4272   5.4062   4.5219   4.2152   4.1762   4.1566   4.1489   4.1323   4.1109
15x19   6.0137  -0.5657   3.7661   4.6355   7.0000  15.9826   9.1348   6.8862   6.0137   5.6321   5.5111   5.4784   4.5756   4.2516   4.2066   4.1816   4.1738   4.1558   4.1348
16x19   6.1578  -0.5657   3.7597   4.6511   7.0000  16.5990   9.4076   7.0621   6.1578   5.7530   5.6220   5.5822   4.6690   4.3343   4.2852   4.2571   4.2489   4.2307   4.2097
17x19   6.3054  -0.5657   3.7532   4.6573   9.0000  17.0547   9.6019   7.2178   6.3054   5.8796   5.7381   5.6895   4.7660   4.4205   4.3667   4.3329   4.3230   4.3059   4.2839
18x19   6.4579  -0.5657   3.7488   4.7027   4.0000  17.5476   9.8562   7.4009   6.4579   6.0145   5.8658   5.8120   4.8815   4.5308   4.4736   4.4364   4.4257   4.4079   4.3867
19x19   6.6160  -0.5657   3.7380   4.6837   9.0000  18.6795  10.3372   7.6578   6.6160   6.1276   5.9624   5.8985   4.9481   4.5777   4.5151   4.4736   4.4658   4.4440   4.4233
20x19   6.7826  -0.5657   3.7315   4.7131   6.0000  19.3402  10.6574   7.8744   6.7826   6.2676   6.0923   6.0210   5.0597   4.6784   4.6108   4.5659   4.5579   4.5342   4.5148
21x19   6.9609  -0.5657   3.7220   4.7118   9.0000  20.1846  11.0617   8.1284   6.9609   6.4078   6.2174   6.1350   5.1555   4.7570   4.6838   4.6337   4.6267   4.5996   4.5806
22x19   7.1513  -0.5657   3.7162   4.7464   6.0000  20.5472  11.3079   8.3424   7.1513   6.5768   6.3733   6.2828   5.2944   4.8900   4.8093   4.7515   4.7404   4.7126   4.6946
23x19   7.3598  -0.5657   3.7057   4.7485   8.0000  21.4920  11.8957   8.6843   7.3598   6.7354   6.5155   6.4116   5.3989   4.9675   4.8825   4.8230   4.8182   4.7827   4.7655
24x19   7.5936  -0.5657   3.6981   4.7783   8.0000  22.0050  12.2276   8.9576   7.5936   6.9400   6.7040   6.5889   5.5652   5.1263   5.0321   4.9634   4.9533   4.9153   4.8990
25x19   7.8584  -0.5657   3.6859   4.7866  10.0000  22.9976  12.9380   9.3782   7.8584   7.1442   6.8876   6.7562   5.7029   5.2311   5.1314   5.0610   5.0569   5.0092   4.9925
26x19   8.1654  -0.5657   3.6751   4.8174   9.0000  23.7725  13.5623   9.7948   8.1654   7.3969   7.1168   6.9698   5.8937   5.4006   5.2919   5.2142   5.2085   5.1525   5.1365
27x19   8.5347  -0.5657   3.6621   4.8488   8.0000  24.7719  14.3204  10.2914   8.5347   7.6954   7.3864   7.2182   6.1160   5.5996   5.4805   5.3940   5.3814   5.3171   5.2996
28x19   8.9692  -0.5657   3.6503   4.9016   6.0000  25.4657  14.9685  10.8126   8.9692   8.0692   7.7291   7.5417   6.4224   5.9010   5.7673   5.6616   5.6359   5.5612   5.5432
29x19   9.4799  -0.5657   3.6307   4.9164   6.0000  27.8928  16.2322  11.5049   9.4799   8.4508   8.0603   7.8387   6.6797   6.1297   5.9802   5.8697   5.8257   5.7402   5.7072
30x19  10.0964  -0.5657   3.6148   4.9613  12.0000  30.6338  17.4347  12.2466  10.0964   8.9613   8.5270   8.2777   7.0905   6.5374   6.3759   6.2626   6.1889   6.1108   6.0574
31x19  10.8598  -0.5657   3.6074   5.0557   7.0000  32.1374  18.2983  13.0613  10.8598   9.6791   9.2260   8.9644   7.7656   7.2185   7.0544   6.9312   6.8406   6.7667   6.7032
32x19  12.0478  -0.5657   3.5809   5.1407   6.0000  35.6085  20.9165  14.7514  12.0478  10.6355  10.0886   9.7733   8.5077   7.9513   7.7808   7.6365   7.5066   7.4159   7.3301
01x20   3.3826  -0.5330   3.8413   4.0863   7.0000   9.8395   5.6879   4.2776   3.3826   3.2521   3.2553   3.3089   2.5317   2.3596   2.3396   2.3356   2.3302   2.3176   2.2996
02x20   3.8550  -0.5330   3.8310   4.1957   8.0000  10.6165   6.1965   4.7083   3.8550   3.6898   3.6731   3.7148   2.9183   2.7215   2.7015   2.6963   2.6905   2.6773   2.6585
03x20   4.1371  -0.5330   3.8305   4.3047   7.0000  10.9198   6.4583   4.9709   4.1371   3.9659   3.9474   3.9883   3.1907   2.9914   2.9708   2.9666   2.9608   2.9476   2.9288
04x20   4.3672  -0.5330   3.8277   4.3819   6.0000  11.2371   6.6902   5.1823   4.3672   4.1854   4.1610   4.1976   3.3961   3.1890   3.1690   3.1641   3.1581   3.1441   3.1261
05x20   4.5697  -0.5330   3.8151   4.3748   8.0000  11.8905   7.0072   5.3777   4.5697   4.3516   4.3076   4.3301   3.5071   3.2734   3.2509   3.2439   3.2376   3.2226   3.2036
06x20   4.7545  -0.5330   3.8007   4.3412  12.0000  12.6189   7.3366   5.5600   4.7545   4.4942   4.4267   4.4339   3.5860   3.3230   3.2963   3.2863   3.2793   3.2633   3.2427
07x20   4.9266  -0.5330   3.8090   4.4840   6.0000  12.4966   7.4073   5.7162   4.9266   4.6868   4.6314   4.6473   3.8139   3.5658   3.5421   3.5338   3.5278   3.5118   3.4925
08x20   5.0888  -0.5330   3.8088   4.5593   3.0000  12.6897   7.5686   5.8711   5.0888   4.8468   4.7904   4.8056   3.9717   3.7239   3.6997   3.6918   3.6854   3.6704   3.6500
09x20   5.2435  -0.5330   3.7992   4.5513   5.0000  13.2305   7.8284   6.0286   5.2435   4.9743   4.9028   4.9073   4.0578   3.7908   3.7639   3.7536   3.7466   3.7306   3.7103
10x20   5.3930  -0.5330   3.7926   4.5535   7.0000  13.6510   8.0155   6.1749   5.3930   5.1041   5.0222   5.0182   4.1563   3.8753   3.8453   3.8323   3.8253   3.8093   3.7873
11x20   5.5384  -0.5330   3.7882   4.5957   5.0000  14.1300   8.2843   6.3414   5.5384   5.2319   5.1443   5.1362   4.2695   3.9825   3.9500   3.9346   3.9276   3.9116   3.8906
12x20   5.6819  -0.5330   3.7779   4.5735   9.0000  14.8205   8.5799   6.5068   5.6819   5.3429   5.2399   5.2213   4.3367   4.0314   3.9934   3.9754   3.9680   3.9504   3.9294
13x20   5.8244  -0.5330   3.7724   4.5946   9.0000  15.3255   8.8205   6.6679   5.8244   5.4660   5.3552   5.3294   4.4366   4.1221   4.0810   4.0599   4.0522   4.0349   4.0139
14x20   5.9676  -0.5330   3.7673   4.6219   8.0000  15.8424   9.0630   6.8346   5.9676   5.5901   5.4715   5.4400   4.5393   4.2167   4.1724   4.1482   4.1411   4.1231   4.1021
15x20   6.1121  -0.5330   3.7632   4.6620   5.0000  16.3007   9.2931   6.9996   6.1121   5.7192   5.5939   5.5585   4.6514   4.3223   4.2754   4.2489   4.2404   4.2232   4.2022
16x20   6.2592  -0.5330   3.7551   4.6617   7.0000  17.0362   9.6003   7.1864   6.2592   5.8374   5.6991   5.6547   4.7337   4.3921   4.3402   4.3094   4.3007   4.2821   4.2611
17x20   6.4099  -0.5330   3.7488   4.6825   6.0000  17.6585   9.8864   7.3755   6.4099   5.9628   5.8153   5.7632   4.8325   4.4808   4.4253   4.3901   4.3813   4.3615   4.3408
18x20   6.5656  -0.5330   3.7413   4.6910   7.0000  18.3793  10.2103   7.5832   6.5656   6.0893   5.9302   5.8701   4.9260   4.5608   4.5008   4.4607   4.4527   4.4317   4.4107
19x20   6.7278  -0.5330   3.7354   4.7136   6.0000  18.8130  10.4231   7.7619   6.7278   6.2319   6.0607   5.9926   5.0390   4.6668   4.6006   4.5548   4.5434   4.5222   4.5026
20x20   6.8993  -0.5330   3.7260   4.7218   6.0000  19.8650  10.9031   8.0332   6.8993   6.3626   6.1779   6.1004   5.1295   4.7387   4.6674   4.6192   4.6112   4.5861   4.5671
21x20   7.0820  -0.5330   3.7174   4.7301   7.0000  20.5806  11.3042   8.2938   7.0820   6.5097   6.3105   6.2226   5.2340   4.8267   4.7492   4.6962   4.6902   4.6611   4.6425
22x20   7.2784  -0.5330   3.7094   4.7494   6.0000  21.2257  11.7132   8.5672   7.2784   6.6706   6.4576   6.3591   5.3541   4.9303   4.8478   4.7901   4.7853   4.7516   4.7338
23x20   7.4953  -0.5330   3.7002   4.7599   8.0000  21.9181  12.1794   8.8734   7.4953   6.8468   6.6168   6.5058   5.4816   5.0390   4.9500   4.8875   4.8833   4.8448   4.8280
24x20   7.7384  -0.5330   3.6913   4.7933   4.0000  22.6419  12.6665   9.2057   7.7384   7.0497   6.8048   6.6809   5.6390   5.1781   5.0822   5.0142   5.0112   4.9683   4.9512
25x20   8.0115  -0.5330   3.6810   4.8142   4.0000  23.3626  13.2386   9.5833   8.0115   7.2721   7.0047   6.8663   5.8027   5.3211   5.2175   5.1436   5.1387   5.0876   5.0714
26x20   8.3336  -0.5330   3.6692   4.8339   8.0000  24.1989  13.9056  10.0229   8.3336   7.5340   7.2419   7.0852   5.9970   5.4917   5.3789   5.2977   5.2894   5.2304   5.2144
27x20   8.7114  -0.5330   3.6557   4.8577  10.0000  25.3102  14.6858  10.5238   8.7114   7.8352   7.5102   7.3318   6.2176   5.6931   5.5685   5.4763   5.4592   5.3894   5.3696
28x20   9.1448  -0.5330   3.6451   4.9142   7.0000  26.0454  15.2985  11.0313   9.1448   8.2128   7.8597   7.6628   6.5345   6.0087   5.8689   5.7598   5.7280   5.6498   5.6290
29x20   9.6554  -0.5330   3.6310   4.9570   5.0000  27.6852  16.2332  11.6596   9.6554   8.6355   8.2454   8.0237   6.8698   6.3329   6.1797   6.0595   6.0112   5.9241   5.8939
30x20  10.2550  -0.5330   3.6184   5.0031   6.0000  29.7837  17.2649  12.3638  10.2550   9.1508   8.7269   8.4835   7.3061   6.7624   6.6019   6.4769   6.4087   6.3239   6.2780
31x20  10.9900  -0.5330   3.5987   5.0425   7.0000  33.8706  18.9942  13.2967  10.9900   9.7383   9.2585   8.9807   7.7621   7.2082   7.0397   6.9269   6.8181   6.7537   6.6751
32x20  12.1475  -0.5330   3.5788   5.1426  11.0000  35.7728  21.1138  14.8966  12.1475  10.7175  10.1628   9.8432   8.5719   8.0159   7.8447   7.6968   7.5647   7.4711   7.3843
01x21   3.4306  -0.5018   3.8125   3.9369   9.0000  10.8065   5.9694   4.3004   3.4306   3.2166   3.1732   3.1947   2.3673   2.1341   2.1092   2.1003   2.0942   2.0784   2.0593
02x21   3.9070  -0.5018   3.8104   4.0844  11.0000  11.3679   6.4346   4.7531   3.9070   3.6821   3.6338   3.6517   2.8203   2.5804   2.5559   2.5469   2.5409   2.5253   2.5053
03x21   4.1963  -0.5018   3.8331   4.3484   6.0000  10.9047   6.4902   5.0267   4.1963   4.0309   4.0156   4.0598   3.2668   3.0720   3.0522   3.0482   3.0424   3.0294   3.0114
04x21   4.4314  -0.5018   3.8156   4.3193   9.0000  11.7288   6.8736   5.2476   4.4314   4.2161   4.1734   4.1969   3.3743   3.1424   3.1194   3.1122   3.1062   3.0912   3.0721
05x21   4.6386  -0.5018   3.8055   4.3295  11.0000  12.3201   7.1766   5.4485   4.6386   4.3934   4.3338   4.3462   3.5066   3.2535   3.2285   3.2190   3.2124   3.1970   3.1764
06x21   4.8273  -0.5018   3.8148   4.4856   5.0000  12.1781   7.2509   5.6189   4.8273   4.6041   4.5582   4.5802   3.7563   3.5205   3.4979   3.4913   3.4853   3.4703   3.4507
07x21   5.0024  -0.5018   3.8044   4.4808   7.0000  12.7500   7.5309   5.7922   5.0024   4.7494   4.6870   4.6975   3.8560   3.5993   3.5743   3.5647   3.5587   3.5427   3.5227
08x21   5.1666  -0.5018   3.8022   4.5393   5.0000  13.0160   7.7148   5.9500   5.1666   4.9059   4.8392   4.8471   4.0023   3.7408   3.7151   3.7053   3.6983   3.6824   3.6624
09x21   5.3237  -0.5018   3.7936   4.5385   7.0000  13.6003   7.9885   6.1192   5.3237   5.0364   4.9573   4.9555   4.0967   3.8188   3.7898   3.7774   3.7704   3.7534   3.7334
10x21   5.4750  -0.5018   3.7883   4.5640   7.0000  14.0466   8.2179   6.2793   5.4750   5.1695   5.0823   5.0747   4.2073   3.9209   3.8882   3.8735   3.8665   3.8504   3.8295
11x21   5.6227  -0.5018   3.7850   4.6079   5.0000  14.3944   8.4176   6.4317   5.6227   5.3053   5.2128   5.2015   4.3293   4.0364   4.0022   3.9858   3.9788   3.9628   3.9418
